Sentiment,SentimentText,Processed_Text
1,#fletcherday and virada cultural UHU! hopefully saturday AND sunday!!  stil got a lot to do about my visa stuff..,virada cultur uhu hope saturday sunday stil got lot visa stuff
0, so depressed. I hate everyday right now.,depress hate everyday right
0,  jus got some bad news,got bad news
1,#followfriday @missbeckala @adamandeve @140lovebird @bikini_beat Some of my favs!!! ,missbeckala adamandev 140lovebird bikinibeat fav
0,"  photo shoot rained out...  oh well, back to post!",shoot rain oh well back post
0,#haveyouever been overworked yet underpaid? &amp; #haveyouever not complained b'coz you are afraid to lose your job ,overwork yet underpaid amp haveyouev complain bcoz afraid lose job
1," I love how you're playing with different styles, pattern and details! http://lookbook.nu/look/159472",love your play differ style pattern detail httplookbooknulook159472
0, wish I had more,
0, Wish the iPod had copy/paste,ipod copypast
0, def feelin a way. Jus found out a guy my lil brother grew up wit died. Niggas shot him at a party. 19 n gone.. Smh.. Stop the violence,feelin way ju found guy lil brother grew wit die nigga shot parti 19 n gone smh stop violenc
0," It's a not so happy Friday for @teddylandau who is currently ralphing in el bano. Hope it's not contagious, I definitely have his cooties",happi friday teddylandau current ralph el bano hope contagi definit cooti
0, i came home and didnt have anyone to tell how my day was to,came home didnt anyon tell day
1, Be careful... white at a BBQ is a high risk. But the dress is really awesome! http://lookbook.nu/look/154056,care white bbq high risk dress realli awesom httplookbooknulook154056
0,  i wanna make my own pizza,wan na make pizza
0, wishing it was 5!! Bored to death! Need a nap and some ice cream!!,5 bore death need nap ice cream
1,&amp;+ I don't think yur beautiful I think yur beyond it  that's like me! Lol,think yur beauti think yur beyond that like lol
1,#examen09 Succes allemaal..! ,succ allema
1, nice song..http://bit.ly/iCMV2,songhttpbitlyicmv2
1,#E3 Shouldn't Ringo Starr be also a knight. SIR Ringo Starr. ,ringo starr also knight sir ringo starr
0,#WTF?! someone in the house stole and ate my pie from the fridge! ,someon hous stole ate pie fridg
0,#DavidCarradine You will be missed ,miss
0,"=- back from cali , missing itttttt",back cali miss itttttt
0,#bb10 kitchen is awful ,kitchen aw
1,&quot;good morning sunshine! The earth says hello!!&quot; hehe ,morn sunshin earth say helloquot hehe
1,&quot;I guess We're gonna have to take control&quot; truer words never said. Thank you Bobby Brown via Ghostbusters 2 soundtrack ,guess gon na take controlquot truer word never said thank bobbi brown via ghostbust 2 soundtrack
1,&lt;&lt;  Just won the JBuck sweepstakes! @jbuckk,jbuck sweepstak jbuckk
0, a baby fell flat on his face and started bawling because of me  forgot that he is wobbley! ,babi fell flat face start bawl forgot wobbley
0, we hurt my moms feelings. ,hurt mom feel
1, random silly texts from great friends makes face and tummy hurt from laughing too much... simple mind simple pleasures lol,silli text great friend make face tummi hurt laugh much simpl mind simpl pleasur lol
0, have to get up a 3:00am tomorrow,get 300am tomorrow
0,=- Monday night is usually Cougar night at High Noon Saloon. Where the heck are all the Cougars?,monday night usual cougar night high noon saloon heck cougar
0," while shooting tonight, i was murdered by miskeetoes - but mainly on my feet! and because i am slightly... http://tumblr.com/xge1x2wtl",shoot tonight murder miskeeto mainli feet slightli httptumblrcomxge1x2wtl
0, sucks feeling like this. i want my mommy lol,feel like want mommi lol
0, i dont want to go to bed but im so tired,dont want go bed im tire
0, nadal's not playing #wimbledon.,play wimbledon
1,"&quot;Hey  Jude, don't make it bad, just take a sad song and make it better.&quot;  ",jude make bad take sad song make betterquot
0," she's leaving on a jetplane, don't know whe she'll be back again",leav jetplan know whe shell back
0, Is anyone here?? Lori? Paige?,anyon lori paig
1, my adopt-a-puppy http://yfrog.com/9wddej,adoptapuppi httpyfrogcom9wddej
0,=- misses the rush of my birthday. hates that im back to working and my vacation is up and is very upset that my fish died.,miss rush birthday hate im back work vacat upset fish die
1, just happy.that's all i'm tweeting now,happythat im tweet
1,&quot;Gia&quot;  is on tv... AWESOME NIGHT! ,tv awesom night
1,"#FollowFriday @LisaShearin is a talented writer whose words sparkle like dew upon the grass. Follow her, you'll love her. ",lisashearin talent writer whose word sparkl like dew upon grass follow youll love
1, Harry Potter  series ( because of the delicious way my life is sucked away when I read it )..,potter seri delici way life suck away read
0," no more DJing tonight, need to get some revision done!  least with my decks of my room will be cooler though, 27 deg C atm ",djing tonight need get revis done least deck room cooler though 27 deg c atm
1,"   my friends can get with ur friends and we can all b friends, shit, we could do this every weeknd.. Aiigght?  with coop n the crew",friend get ur friend b friend shit could everi weeknd aiigght coop n crew
0, my mom just figured out i like oranges. FML,mom figur like orang fml
0,#dontyouhate muscle aches ,muscl ach
1,"&quot;...begging, begging you ooh ooh ooh...&quot; ...i don't know what that song is called or who sings it, but i love it!!! lol. ",beg ooh ooh oohquot know song call sing love lol
1,#FollowFriday Thanks for the FF recommendations! @tricia_ZLNet @chucktvdotnet @GodFirst08 You guys are awesome ,thank ff recommend triciazlnet chucktvdotnet godfirst08 guy awesom
1,#Photographers are Funny  http://bit.ly/1LZqyl (via @pixum ),funni httpbitly1lzqyl via pixum
1,"&quot;boy&quot; wasn't there! :'( i was prepared to talk to him, and flirt and EVERYTHING! -.-  buuuut.... we had a great time. ",prepar talk flirt everyth buuuut great time
0, this paper is gonna mak me suicidle before the day is out,paper gon na mak suicidl day
0, back to college for me now havnt had any sleep very tierd! hope its nice and sunny 2day,colleg havnt sleep tierd hope nice sunni 2day
0, ouchhhhhh,
1,#iremember when avril lavigne was cool. ,avril lavign cool
1,$AMNE quietly gaining today ,quietli gain today
0, ..... Im givin myself 5 minutes to turn that frown upside down,im givin 5 minut turn frown upsid
1,"#Zombies That's all the main part done, just clean up and consolidation and that project's done ",that main part done clean consolid project done
0,&lt;\3 not in the mood. ,mood
1,#musicmonday Listening 2 Jay-Z &quot;Brooklyn We Go Hard&quot; Damn right Bitches! ,listen 2 jayz quotbrooklyn go hardquot damn right bitch
1,#3TMIword. I need ass ,need ass
1,   uploading pictures on friendster ,pictur friendster
0, I wish I could heal @sarabatch's necl,wish could heal sarabatch necl
1, JONAS BROTHERS ARE GONNA BE ON TOMORROW!! JONAS 4 EPISODE MARATHON!!  ~ FLY WITH ME VIDEO ~ &lt;3,brother gon na tomorrow jona 4 episod marathon fli video lt3
0,#dreams Had discussion about unitarians with a libertarian while sitting in a gigantic anthill. He loved jesus too much to be civil.  ,discuss unitarian libertarian sit gigant anthil love jesu much civil
1,#iremember sliding down stairs on my mums roasting tin ,slide stair mum roast tin
1, oh Cohan and twitter ,cohan twitter
0, sad about stupid stuff,stupid stuff
1,!@dossy that's what i was thinking 1x/hr and move would only work if the space was available ,that think 1xhr move would work space avail
0,  daughter's beloved diabetic dwarf hamster died in her hands this morning...all creatures are worthy of love. Ã¢ÂÂ¥,belov diabet dwarf hamster die hand morningal creatur worthi love ã¢ââ¥
0,#rejectprop8 it's a damn shame ... ,damn shame
1,=- it went like this.. He asked and I smiled and said yes..,went like ask smile said ye
1,#mw2 remove juggernaut its useless and doesnt make your epeen any bigger against most guns ,remov juggernaut useless doesnt make epeen bigger gun
1,#ff @regalclothing:  Did someone say tweets!?   http://is.gd/O2XA okay you need 3xls I drink beer! lol,regalcloth someon say tweet httpisgdo2xa okay need 3xl drink beer lol
0, didn't think Netball was on coz it was raining when I got there ... Now no one can take me  Manee is going to b annoyed :|,think netbal coz rain got one take mane go b annoy
0,#lr - fish tanks why are they soo exspensive: why why why they just like sheet glass stuck with silicone  http://tinyurl.com/lrpogr,fish tank soo exspens like sheet glass stuck silicon httptinyurlcomlrpogr
0, woke up from a nightmare and @vodkascene wasn't here. &lt;/3,nightmar vodkascen lt3
0, man this sucks. i really wanted to see @Big_Sean tomorrow.,suck realli want see bigsean tomorrow
1,"&amp;&amp; it's going to be so perfect that not even I will know what to do! Dreams are real, anything can become reality; iPROMISE! ",go perfect even know dream real anyth becom realiti ipromis
0, have to leave soon,leav soon
1, just soaked in the hot springs of Pagosa. So nice.,soak hot spring pagosa nice
0, Exams.....help !,
0,"#nicerfilmtitles  I need to get out more, I was convinced this said 'nicefirmtitties' !!!!! ",need get convinc said nicefirmtitti
0," im sure i'll do something in the next day or two that will set them off and even though theyve done worse, i'll be the bad guy. ",sure ill someth next day two set even though theyv done wors ill bad guy
0,#CBC.ca slide passed over as &quot;talked about already&quot; ,slide pass quottalk alreadyquot
0,&quot;Finally&quot; is playing at buddy's ,play buddi
0, fantastic..it's probably cause of the messaging last night/morning..,probabl caus messag last nightmorn
0, My fish got sick today. Tomorrow I will know how many survived.,fish got sick today tomorrow know mani surviv
1," i loved today, ohhh i missed the old group&lt;3 glad we're back!",love today ohhh miss old grouplt3 glad back
0,#bildungsstreik: the demonstration against bd education will soon start!! Everybody should go to it! But I have to work ,demonstr bd educ soon start everybodi go work
1," Good morning peeps, ahhh it's gonna be a wonderful Saturday ",morn peep ahhh gon na wonder saturday
1,!hailer nonworking cmd has been post in crew.. all that cmd did not give any respond.. ,nonwork cmd post crew cmd give respond
1, i like you more,like
1, I'm smiling because I lost! I lost 24 lbs. so far! Join the thousands of losers! http://bit.ly/vWDW2,smile lost lost 24 lb far join thousand loser httpbitlyvwdw2
0,#Photoshop - #Wine - #Ubuntu = not so good combination ,wine ubuntu good combin
0, why you gotta say thigns like thattt,got ta say thign like thattt
0,#Attendoo is making progress... however no code yet ,make progress howev code yet
0," work tomorrow, lazy day. i completly passed out after my jog...weird. i usually eat, but i was not hungry...hmm",tomorrow lazi day completli pass jogweird usual eat hungryhmm
0,#bgt It's a shame that the Dreambears won't get through ,shame dreambear get
1,- HAPPY 8TH ANNIVERSARY TO US!!! Awww  Barry is about to take me 'somewhere' ...  Be back later!!,happi 8th anniversari us awww barri take somewher back later
0, I didn't get picked for any show!!! Boehoe!,get pick show boeho
0, ...the ground around me is wet... i looked up to see if any drops fall on my face...it was drizzle all around but I am missing my drops,ground around wet look see drop fall faceit drizzl around miss drop
0, #squaresp #squarespac #squarespace #trackle giveaways giveway iphonegiveway squarespace squarespce trackle,squarespac squarespac trackl giveaway giveway iphonegiveway squarespac squarespc trackl
1,"- To follow on Twitter:  @EnWrapture, @UppityBlack, &amp; @Blacktating.  I am thankful for their &quot;Twitter&quot; friendship.  ",follow twitter enwraptur uppityblack amp blacktat thank quottwitterquot friendship
1,#cullencoven Ã¢ÂÂ¥ Janine Charmaine Martel commented on the photo 'Renesmee'  awww bella! this is .. http://bit.ly/x0xvC,ã¢ââ¥ janin charmain martel comment photo renesme awww bella httpbitlyx0xvc
1, I bought a Torchwood book yesterday and nearly a Dr Who one but it was in the kids bit and my friend was laughing about it ;(,bought torchwood book yesterday nearli dr one kid bit friend laugh
